year,marca,modelo,pasajeros,descripcion,precio,preciodolar,Combustible:,Cilindrada:,Transmisión:,Estilo:,Color Exterior:,Color Interior:,Placa:,Provincia:
2008,Fiat,PALIO WEEKEND,5,"['Fiat', 'PALIO', 'WEEKEND']", 2250000,  4229,Diesel,1700 cc,Manual,Station Wagon,BLANCO,GRIS,Termina en 8,Alajuela
2004,Chevrolet,AVEO,5,"['Chevrolet', 'AVEO']", 2250000,  4229,Gasolina,1600 cc,Automática,Hatchback,ROJO,GRIS,Termina en 1,San José
1993,Toyota,COROLLA,5,"['Toyota', 'COROLLA']", 2250000,  4229,Gasolina,1600 cc,Manual,Sedán,BLANCO,NEGRO,Termina en 0,Cartago
2002,Toyota,ECHO,5,"['Toyota', 'ECHO']", 2250000,  4229,Gasolina,1500 cc,Automática,Sedán,VERDE,GRIS,Termina en 5,Alajuela
2005,Chevrolet,AVEO,5,"['Chevrolet', 'AVEO']", 2275000,  4276,Gasolina,1600 cc,Manual,Hatchback,AZUL,GRIS,Termina en 1,San José
1997,Honda,CIVIC EX,5,"['Honda', 'CIVIC', 'EX']", 2300000,  4323,Gasolina,1600 cc,Manual,Sedán,VERDE,GRIS,Termina en 3,Alajuela
2009,Citroen,BERLINGO,5,"['Citroen', 'BERLINGO']", 2300000,  4323,Diesel,1868 cc,Manual,Station Wagon,VERDE AGUA,NEGRO,Termina en 6,San José
1994,Land Rover,DISCOVERY I,5,"['Land', 'Rover', 'DISCOVERY', 'I']", 2300000,  4323,Gasolina,3900 cc,Automática,Todo Terreno 4x4,BEIGE,NEGRO,Termina en 7,Alajuela
1999,Nissan,SENTRA,5,"['Nissan', 'SENTRA']", 2300000,  4323,Gasolina,1600 cc,Manual,Sedán,CELESTE,NEGRO,Termina en 1,Heredia
2007,Peugeot,206 BERLINA,5,"['Peugeot', '206', 'BERLINA']", 2300000,  4323,Gasolina,1300 cc,Manual,Sedán,NEGRO,NEGRO,Termina en 0,San José
1986,Toyota,HILUX,3,"['Toyota', 'HILUX']", 2300000,  4323,Gasolina,2400 cc,Manual,Pickup 4x2,AZUL,AZUL,Termina en 0,Puntarenas
1996,Toyota,RAV4,5,"['Toyota', 'RAV4']", 2300000,  4323,Gasolina,2000 cc,Manual,Todo Terreno 4x4,AZUL,GRIS,Termina en 2,Limón
1999,Saturn,SL,5,"['Saturn', 'SL']", 2300000,  4323,Gasolina,1900 cc,Manual,Sedán,AZUL PERLADO,GRIS,Termina en 5,Cartago
1997,Nissan,SENTRA B14,5,"['Nissan', 'SENTRA', 'B14']", 2300000,  4323,Gasolina,1600 cc,Automática,Sedán,VERDE,GRIS,Termina en 7,Alajuela
1995,Toyota,COROLLA,5,"['Toyota', 'COROLLA']", 2300000,  4323,Gasolina,1600 cc,Manual,Sedán,VERDE,GRIS,Termina en 8,San José
1998,Honda,CIVIC,5,"['Honda', 'CIVIC']", 2300000,  4323,Gasolina,1500 cc,Automática,Sedán,VERDE OSCURO,BEIGE,Termina en 7,Alajuela
1995,Suzuki,SIDEKICK,5,"['Suzuki', 'SIDEKICK']", 2300000,  4323,Gasolina,1600 cc,Manual,Todo Terreno 4x4,GRIS,GRIS,Termina en 2,Alajuela
2002,Suzuki,BALENO,6,"['Suzuki', 'BALENO']", 2300000,  4323,Gasolina,1600 cc,Automática,Station Wagon,AZUL,GRIS,Termina en 5,Heredia
2006,Renault,MEGANE 2,5,"['Renault', 'MEGANE', '2']", 2300000,  4323,Gasolina,1600 cc,Manual,Sedán,VERDE CLARO,NEGRO GRIS,Termina en 7,San José
1998,Nissan,SENTRA B14,5,"['Nissan', 'SENTRA', 'B14']", 2300000,  4323,Gasolina,1600 cc,Manual,Sedán,GRIS,BEIGE,Termina en 6,Alajuela
1994,Geo,TRACKER,4,"['Geo', 'TRACKER']", 2300000,  4323,Gasolina,1600 cc,Manual,Todo Terreno 4x2,VERDE,NEGRO,Termina en 6,Heredia
2002,Suzuki,IGNIS,5,"['Suzuki', 'IGNIS']", 2350000,  4417,Gasolina,1300 cc,Manual,Hatchback,AMARILLO,GRIS,Termina en 1,San José
1986,Mazda,B200,4,"['Mazda', 'B200']", 2400000,  4511,Gasolina,2000 cc,Manual,Pickup 4x2,ROJO,CAFE,ND,Heredia
1995,Toyota,TERCEL DX,5,"['Toyota', 'TERCEL', 'DX']", 2300000,  4323,Gasolina,1500 cc,Manual,Sedán,VERDE,CAFE,Termina en 9,San José
1998,Nissan,SENTRA B14,5,"['Nissan', 'SENTRA', 'B14']", 2350000,  4417,Gasolina,1600 cc,Manual,Sedán,VINO,CAFÉ,Termina en 5,Heredia
2002,Hyundai,ACCENT,5,"['Hyundai', 'ACCENT']", 2350000,  4417,Gasolina,1600 cc,Automática,Sedán,NEGRO,GRIS,Termina en 3,Heredia
1997,Toyota,STARLET,5,"['Toyota', 'STARLET']", 2350000,  4417,Gasolina,1400 cc,Manual,Sedán,BLANCO,GRIS,Termina en 0,San José
2000,Mazda,PROTEGE,5,"['Mazda', 'PROTEGE']", 2350000,  4417,Gasolina,1800 cc,Manual,Sedán,NEGRO,GRIS,Termina en 6,San José
2005,Renault,CLIO,5,"['Renault', 'CLIO']", 2350000,  4417,Gasolina,1600 cc,Manual,Sedán,VERDE,GRIS,Termina en 8,Alajuela
2000,Hyundai,ACCENT,5,"['Hyundai', 'ACCENT']", 2375000,  4464,Gasolina,1500 cc,Manual,Sedán,CELESTE,GRIS,Termina en 8,Heredia
2002,Suzuki,BALENO,5,"['Suzuki', 'BALENO']", 2400000,  4511,Gasolina,1600 cc,Manual,Sedán,AZUL PERLADO,GRIS,Termina en 4,Alajuela
1991,Nissan,PATHFINDER,5,"['Nissan', 'PATHFINDER']", 2400000,  4511,Gasolina,3000 cc,Manual,Todo Terreno 4x4,NEGRO,GRIS,Termina en 7,Cartago
1999,Honda,ACCORD,5,"['Honda', 'ACCORD']", 2400000,  4511,Gasolina,2300 cc,Automática,Sedán,AZUL,CAFE,Termina en 3,Alajuela
2007,Chevrolet,OPTRA,5,"['Chevrolet', 'OPTRA']", 2400000,  4511,Gasolina,1600 cc,Manual,Sedán,GRIS,GRIS,Termina en 4,Limón
1994,Hyundai,GALLOPER,7,"['Hyundai', 'GALLOPER']", 2400000,  4511,Diesel,2500 cc,Manual,Todo Terreno 4x4,PLATEADO,GRIS,Termina en 1,Alajuela
1991,Geo,TRACKER,4,"['Geo', 'TRACKER']", 2400000,  4511,Gasolina,1600 cc,Manual,Todo Terreno 4x4,AMARILLO,GRIS/AZUL,Termina en 6,San José
2006,Renault,MEGANE II,5,"['Renault', 'MEGANE', 'II']", 2400000,  4511,Gasolina,2000 cc,Manual,Hatchback,GRIS,NEGRO,Termina en 4,San José
1997,Suzuki,SIDEKICK SPORT,5,"['Suzuki', 'SIDEKICK', 'SPORT']", 2400000,  4511,Gasolina,1800 cc,Manual,Todo Terreno 4x4,NEGRO,NEGRO,Termina en 9,Heredia
1987,Isuzu,TROOPER,7,"['Isuzu', 'TROOPER']", 2400000,  4511,Gasolina,2300 cc,Manual,Todo Terreno 4x4,AZUL,GRIS,Termina en 0,San José
2003,Fiat,STRADA,2,"['Fiat', 'STRADA']", 2403000,  4517,Gasolina,1300 cc,Manual,Pickup 4x2,VERDE,GRIS,Termina en 5,Heredia
1996,Toyota,COROLLA,5,"['Toyota', 'COROLLA']", 2450000,  4605,Gasolina,1600 cc,Manual,Sedán,BLANCO,GRIS,Termina en 6,San José
2000,Hyundai,ACCENT,5,"['Hyundai', 'ACCENT']", 2450000,  4605,Gasolina,1500 cc,Manual,Sedán,NEGRO,GRIS,Termina en 8,Alajuela
1995,Toyota,TERCEL,5,"['Toyota', 'TERCEL']", 2450000,  4605,Gasolina,1500 cc,Automática,Sedán,VERDE,GRIS,Termina en 3,Alajuela
1992,Nissan,SENTRA SR,5,"['Nissan', 'SENTRA', 'SR']", 2450000,  4605,Gasolina,2000 cc,Manual,Sedán,GRIS,NEGRO,Termina en 1,San José
2001,Hyundai,ELANTRA,5,"['Hyundai', 'ELANTRA']", 2490000,  4680,Gasolina,2000 cc,Manual,Sedán,NEGRO,GRIS,Termina en 4,Heredia
2006,Chevrolet,SPARK,5,"['Chevrolet', 'SPARK']", 2500000,  4699,Gasolina,800 cc,Manual,Hatchback,CELESTE,NEGRO,Termina en 6,Heredia
1988,Toyota,HILUX,2,"['Toyota', 'HILUX']", 2500000,  4699,Diesel,2500 cc,Manual,Pickup 4x2,BLANCO,BLANCO,Termina en 3,Heredia
2001,Kia,RIO,5,"['Kia', 'RIO']", 2500000,  4699,Gasolina,1500 cc,Automática,Sedán,BLANCO,NEGRO,Termina en 8,San José
1991,Mitsubishi,MIGHTY MAX,3,"['Mitsubishi', 'MIGHTY', 'MAX']", 2500000,  4699,Gasolina,2000 cc,Manual,Pickup 4x2,AZUL,NEGRO,Termina en 8,Alajuela
1994,Jeep,GRAND CHEROKEE LAREDO,5,"['Jeep', 'GRAND', 'CHEROKEE', 'LAREDO']", 2500000,  4699,Híbrido,4000 cc,Automática,Todo Terreno 4x2,GRIS,GRIS,Termina en 3,Limón
2008,Chevrolet,SPARK,5,"['Chevrolet', 'SPARK']", 2500000,  4699,Gasolina,1100 cc,Manual,Hatchback,BLANCO,GRIS,Termina en 6,San José
2007,Suzuki,ALTO,4,"['Suzuki', 'ALTO']", 2500000,  4699,Gasolina,800 cc,Manual,Sedán,GRIS,GRIS,Termina en 4,San José
2011,Renault,SANDERO,5,"['Renault', 'SANDERO']", 2500000,  4699,Gasolina,1600 cc,Manual,Hatchback,BLANCO,NEGRO,Termina en 7,Alajuela
2003,Renault,CLIO,5,"['Renault', 'CLIO']", 2500000,  4699,Gasolina,1400 cc,Automática,Hatchback,VERDE,AZUL,Termina en 4,San José
1998,Honda,CIVIC,5,"['Honda', 'CIVIC']", 2500000,  4699,Gasolina,1600 cc,Manual,Hatchback,BLANCO,GRIS,Termina en 7,Cartago
1998,Honda,ACCORD,5,"['Honda', 'ACCORD']", 2500000,  4699,Gasolina,2300 cc,Automática,Sedán,VERDE,BEIGE,Termina en 8,San José
2010,Chevrolet,SPARK,5,"['Chevrolet', 'SPARK']", 2500000,  4699,Gasolina,1000 cc,Manual,Hatchback,GRIS,NEGRO,Termina en 1,Cartago
2005,Chevrolet,AVEO LS,5,"['Chevrolet', 'AVEO', 'LS']", 2500000,  4699,Gasolina,1500 cc,Manual,Sedán,NEGRO,GRIS,Termina en 7,San José
1999,Hyundai,STAREX,10,"['Hyundai', 'STAREX']", 2500000,  4699,Gasolina,2600 cc,Manual,Microbús/Minivan,CAFÉ CLARO,NEGRO,Termina en 0,Heredia
1993,Toyota,COROLLA,5,"['Toyota', 'COROLLA']", 2500000,  4699,Gasolina,1600 cc,Manual,Sedán,CHAMPAGNE,GRIS,Termina en 1,Cartago
2002,Mazda,PROTEGE,5,"['Mazda', 'PROTEGE']", 2500000,  4699,Gasolina,2000 cc,Manual,Sedán,BEIGE,BEIGE,Termina en 9,Alajuela
1999,Nissan,SENTRA,5,"['Nissan', 'SENTRA']", 2500000,  4699,Gasolina,1600 cc,Manual,Sedán,GRIS PLATEADO,NEGRO,Termina en 0,Alajuela
2011,Fiat,FIORINO,2,"['Fiat', 'FIORINO']", 2500000,  4699,Gasolina,1300 cc,Manual,Pánel,BLANCO,GRIS,Termina en 0,San José
2012,JAC,J2,5,"['JAC', 'J2']", 2500000,  4699,Gasolina,1000 cc,Manual,Hatchback,NEGRO,GRIS,Termina en 6,Puntarenas
2009,Renault,MEGANE,5,"['Renault', 'MEGANE']", 2500000,  4699,Gasolina,1600 cc,Manual,Sedán,VERDE,VERDE,Termina en,San José
2011,Toyota,YARIS,5,"['Toyota', 'YARIS']", 2500000,  4699,Gasolina,1300 cc,Manual,Hatchback,DORADO,NEGRO,Termina en 5,San José
2004,Jeep,WRANGLER,5,"['Jeep', 'WRANGLER']", 2500000,  4699,Gasolina,4000 cc,Manual,Todo Terreno 4x4,GRIS,AZUL dorado,ND,San José
2000,Honda,ODYSSEY,8,"['Honda', 'ODYSSEY']", 2500000,  4699,Gasolina,3500 cc,Automática,Microbús/Minivan,GRIS,GRIS,Termina en 4,San José
1996,Nissan,SENTRA,5,"['Nissan', 'SENTRA']", 2500000,  4699,Gasolina,1600 cc,Automática,Sedán,GRIS,GRIS,Termina en 8,Alajuela
2000,Volkswagen,JETTA,5,"['Volkswagen', 'JETTA']", 2500000,  4699,Gasolina,2000 cc,Manual,Sedán,BLANCO,NEGRO,Termina en 5,San José
1993,Isuzu,TROOPER,9,"['Isuzu', 'TROOPER']", 2500000,  4699,Gasolina,3200 cc,Manual,Todo Terreno 4x4,GRIS,CAFÉ,Termina en 7,Alajuela
2006,Kia,CERATO,5,"['Kia', 'CERATO']", 2500000,  4699,Gasolina,1600 cc,Automática,Sedán,CHAMPAGNE,GRIS,Termina en 8,San José
1978,Datsun,1200,2,"['Datsun', '1200']", 2500000,  4699,Gasolina,1200 cc,Manual,Pickup 4x2,BLANCO,NEGRO,Termina en 7,Alajuela
2009,Suzuki,ALTO,4,"['Suzuki', 'ALTO']", 2500000,  4699,Gasolina,800 cc,Manual,Sedán,BLANCO,GRIS,Termina en 2,Puntarenas
2016,BAIC,MZ40,2,"['BAIC', 'MZ40']", 2500000,  4699,Gasolina,1200 cc,Manual,Pánel,BLANCO,GRIS,Termina en 7,Heredia
2009,Chevrolet,CMV,7,"['Chevrolet', 'CMV']", 2500000,  4699,Gasolina,800 cc,Manual,Microbús/Minivan,AZUL,GRIS,Termina en 9,Limón
2006,Daihatsu,CHARADE,5,"['Daihatsu', 'CHARADE']", 2500000,  4699,Gasolina,1000 cc,Manual,Hatchback,GRIS PLATA,NEGRO,Termina en 5,San José
2003,Mitsubishi,LANCER,5,"['Mitsubishi', 'LANCER']", 2500000,  4699,Gasolina,2000 cc,Manual,Sedán,GRIS PERLADO,GRIS,Termina en 7,Puntarenas
2004,Suzuki,AERIO,5,"['Suzuki', 'AERIO']", 2550000,  4793,Gasolina,1600 cc,Manual,Station Wagon,BLANCO,NEGRO,ND,Cartago
2012,Citroen,C3,5,"['Citroen', 'C3']", 2550000,  4793,Gasolina,1360 cc,Manual,Hatchback,GRIS,GRIS,Termina en 5,Guanacaste
2008,Fiat,IDEA HLX,5,"['Fiat', 'IDEA', 'HLX']", 2550000,  4793,Gasolina,1800 cc,Manual,Hatchback,GRIS,GRIS,Termina en 0,San José
1988,Dodge/RAM,RAM,2,"['Dodge/RAM', 'RAM']", 2550000,  4793,Diesel,2500 cc,Manual,Pickup 4x2,BLANCO,CAFE,Termina en 9,Alajuela
2001,Honda,CIVIC,5,"['Honda', 'CIVIC']", 2550000,  4793,Gasolina,1700 cc,Manual,Sedán,GRIS,NEGRO CON ROJO,Termina en 2,Heredia
1989,Nissan,720,2,"['Nissan', '720']", 2595000,  4878,Diesel,2500 cc,Manual,Pickup 4x2,BEIZ,CAFE,Termina en 8,San José
1998,Toyota,COROLLA,5,"['Toyota', 'COROLLA']", 2600000,  4887,Gasolina,1600 cc,Manual,Sedán,VERDE,GRIS,Termina en,Cartago
1987,Suzuki,SAMURAI,4,"['Suzuki', 'SAMURAI']", 2600000,  4887,Gasolina,1300 cc,Manual,Todo Terreno 4x4,BEIGE,NEGRO,Termina en 8,Alajuela
2005,Chevrolet,AVEO,5,"['Chevrolet', 'AVEO']", 2600000,  4887,Gasolina,1500 cc,Manual,Sedán,AZUL,GRIS,Termina en 6,Alajuela
2003,Hyundai,ELANTRA,5,"['Hyundai', 'ELANTRA']", 2600000,  4887,Gasolina,2000 cc,Manual,Sedán,GRIS,NEGRO,Termina en 3,Alajuela
2008,Nissan,PLATINA,5,"['Nissan', 'PLATINA']", 2600000,  4887,Gasolina,1600 cc,Manual,Sedán,GRIS,GRIS,Termina en 9,Guanacaste
1994,Suzuki,SIDEKICK,5,"['Suzuki', 'SIDEKICK']", 2600000,  4887,Gasolina,1600 cc,Manual,Todo Terreno 4x4,AZUL,NEGRO,Termina en 3,Guanacaste
1991,Toyota,TERCEL,5,"['Toyota', 'TERCEL']", 2600000,  4887,Gasolina,1300 cc,Manual,Hatchback,GRIS,NEGRO,Termina en 8,Alajuela
2001,Honda,ACCORD EX,5,"['Honda', 'ACCORD', 'EX']", 2600000,  4887,Gasolina,2200 cc,Automática,Sedán,CHAMPAGNE,CHAMPAGNE,Termina en 3,Alajuela
1999,Chevrolet,TRACKER,4,"['Chevrolet', 'TRACKER']", 2600000,  4887,Gasolina,1600 cc,Manual,Todo Terreno 4x4,VINO,GRIS,Termina en 4,San José
1996,Mitsubishi,ECLIPSE,4,"['Mitsubishi', 'ECLIPSE']", 2600000,  4887,Gasolina,2000 cc,Manual,Sedán,NEGRO,GRIS,Termina en 5,Heredia
1996,Land Rover,DISCOVERY V8,7,"['Land', 'Rover', 'DISCOVERY', 'V8']", 2600000,  4887,Híbrido,3900 cc,Manual,Todo Terreno 4x4,GRIS,GRIS,Termina en 7,Alajuela
2003,Kia,RIO LS,5,"['Kia', 'RIO', 'LS']", 2600000,  4887,Gasolina,1493 cc,Manual,Station Wagon,VERDE OSCURO,GRIS CALRO,Termina en 3,San José
1998,Hyundai,PORTER,7,"['Hyundai', 'PORTER']", 2675000,  5028,Diesel,2600 cc,Manual,Camión 1.0-3.5 ton.,BLANCO,GRIS,Termina en 4,Limón
2000,Volkswagen,NEW BEETLE,5,"['Volkswagen', 'NEW', 'BEETLE']", 2600000,  4887,Gasolina,2000 cc,Manual,Hatchback,AZUL,NEGRO,Termina en 4,Limón
2005,Fiat,PALIO,5,"['Fiat', 'PALIO']", 2600000,  4887,Gasolina,1300 cc,Manual,Hatchback,BLANCO,GRIS,Termina en 6,Alajuela
2006,Renault,MEGANE II,5,"['Renault', 'MEGANE', 'II']", 2600000,  4887,Gasolina,2000 cc,Manual,Sedán,GRIS,GRIS,Termina en 1,San José
2004,Suzuki,AERIO,5,"['Suzuki', 'AERIO']", 2600000,  4887,Híbrido,1600 cc,Manual,Todo Terreno 4x2,GRIS PLATA,GRIS PLATA,Termina en 3,Cartago
1996,Geo,TRACKER,5,"['Geo', 'TRACKER']", 2600000,  4887,Gasolina,1600 cc,Manual,Todo Terreno 4x4,VERDE,NEGRO,Termina en 3,San José
1991,Suzuki,SIDEKICK,5,"['Suzuki', 'SIDEKICK']", 2650000,  4981,Gasolina,1600 cc,Manual,Todo Terreno 4x4,GRIS,NEGRO,Termina en 2,Cartago
2003,Volkswagen,POLO,5,"['Volkswagen', 'POLO']", 2650000,  4981,Gasolina,1600 cc,Manual,Hatchback,GRIS,GRIS,Termina en 0,Alajuela
2001,Honda,CIVIC,5,"['Honda', 'CIVIC']", 2650000,  4981,Gasolina,1700 cc,Manual,Sedán,GRIS,NEGRO,Termina en 3,Puntarenas
1990,Nissan,D21,3,"['Nissan', 'D21']", 2650000,  4981,Diesel,2700 cc,Manual,Pickup 4x2,NEGRO,NEGRO,Termina en 7,Limón
1998,Toyota,COROLLA,5,"['Toyota', 'COROLLA']", 2650000,  4981,Gasolina,1800 cc,Automática,Sedán,VINO,CREMA,ND,Alajuela
2003,Volkswagen,JETTA,5,"['Volkswagen', 'JETTA']", 2700000,  5075,Gasolina,1800 cc,Automática,Sedán,AZUL NOCHE,GRIS,Termina en 8,San José
2004,Hyundai,ELANTRA,5,"['Hyundai', 'ELANTRA']", 2700000,  5075,Gasolina,1600 cc,Manual,Sedán,DORADO,GRIS,Termina en 6,Alajuela
1997,Mazda,323 GT,5,"['Mazda', '323', 'GT']", 2700000,  5075,Gasolina,1600 cc,Manual,Sedán,AZUL,GRIS OSCURO,Termina en 4,Cartago
2006,Chevrolet,AVEO,5,"['Chevrolet', 'AVEO']", 2700000,  5075,Gasolina,1500 cc,Manual,Sedán,GRIS,NEGRO,Termina en 5,San José
2002,Opel,COMBO TOUR,5,"['Opel', 'COMBO', 'TOUR']", 2750000,  5169,Gasolina,1600 cc,Manual,Station Wagon,BLANCO,GRIS,Termina en 0,San José
2004,Nissan,ALMERA,5,"['Nissan', 'ALMERA']", 2700000,  5075,Gasolina,1600 cc,Automática,Sedán,MARRON,GRIS,Termina en 6,Heredia
1999,Chevrolet,TRACKER,4,"['Chevrolet', 'TRACKER']", 2700000,  5075,Gasolina,2000 cc,Manual,Todo Terreno 4x2,ROJO,GRIS,Termina en 1,Alajuela
2001,Hyundai,SANTA FE,5,"['Hyundai', 'SANTA', 'FE']", 2700000,  5075,Gasolina,2400 cc,Automática,Todo Terreno 4x2,BLANCO,GRIS,Termina en 5,Alajuela
1997,Suzuki,SIDEKICK,5,"['Suzuki', 'SIDEKICK']", 2700000,  5075,Gasolina,1600 cc,Manual,Todo Terreno 4x2,NEGRO,GRIS,Termina en 7,Cartago
2007,Renault,CLIO,5,"['Renault', 'CLIO']", 2700000,  5075,Gasolina,1200 cc,Manual,Hatchback,ROJO VINO,NEGRO Y GRIS,Termina en 6,San José
2001,Hyundai,SANTA FE,5,"['Hyundai', 'SANTA', 'FE']", 2700000,  5075,Gasolina,2400 cc,Manual,Todo Terreno 4x2,VINO,GRIS,Termina en 2,Limón
2002,Honda,CIVIC,5,"['Honda', 'CIVIC']", 2700000,  5075,Gasolina,1800 cc,Manual,Sedán,GRIS PLATA,GRIS oscuro,Termina en 3,Cartago
2005,Nissan,ALMERA,5,"['Nissan', 'ALMERA']", 2700000,  5075,Gasolina,1600 cc,Manual,Sedán,VERDE,BEIGE,Termina en 1,San José
2012,Chevrolet,SPARK GO,5,"['Chevrolet', 'SPARK', 'GO']", 2700000,  5075,Gasolina,1000 cc,Manual,Hatchback,VERDE,NEGRO,Termina en 3,San José
1987,Dodge/RAM,RAIDER,5,"['Dodge/RAM', 'RAIDER']", 2700000,  5075,Diesel,2600 cc,Manual,Todo Terreno 4x4,ROJO,GRIS,Termina en 8,Alajuela
2000,Mercury,VILLAGER,7,"['Mercury', 'VILLAGER']", 2700000,  5075,Gasolina,3000 cc,Automática,Microbús/Minivan,BLANCO,BEIGE,Termina en 5,San José
1995,Toyota,TERCEL,5,"['Toyota', 'TERCEL']", 2700000,  5075,Gasolina,1500 cc,Manual,Sedán,VINO,CAFE,Termina en 3,Alajuela
2007,Peugeot,206 PREMIUM,5,"['Peugeot', '206', 'PREMIUM']", 2750000,  5169,Diesel,1900 cc,Manual,Hatchback,AZUL,NEGRO,Termina en 7,San José
2008,Renault,MEGANE,5,"['Renault', 'MEGANE']", 2750000,  5169,Gasolina,1600 cc,Manual,Sedán,CHAMPAGNE,NEGRO-GRIS,Termina en 8,San José
1994,Ford,RANGER XLT,3,"['Ford', 'RANGER', 'XLT']", 2750000,  5169,Gasolina,3000 cc,Manual,Pickup 4x2,ROJO,GRIS,Termina en 0,San José
1997,Honda,CIVIC,5,"['Honda', 'CIVIC']", 2750000,  5169,Gasolina,1600 cc,Manual,Sedán,VERDE,CAFÉ,Termina en 5,Heredia
2000,Volkswagen,JETTA,5,"['Volkswagen', 'JETTA']", 2750000,  5169,Gasolina,2000 cc,Automática,Sedán,GRIS,NEGRO,Termina en 9,Cartago
1996,Geo,TRACKER,5,"['Geo', 'TRACKER']", 2750000,  5169,Gasolina,1600 cc,Manual,Todo Terreno 4x4,AZUL,GRIS,Termina en 3,Cartago
2008,Nissan,PLATINA,5,"['Nissan', 'PLATINA']", 2750000,  5169,Gasolina,1600 cc,Manual,Sedán,PLATA,GRIS,Termina en 1,Cartago
2004,Suzuki,ALTO,4,"['Suzuki', 'ALTO']", 2750000,  5169,Gasolina,1000 cc,Manual,Hatchback,GRIS,NEGRO,Termina en 7,Alajuela
2005,Fiat,STRADA FIRE,2,"['Fiat', 'STRADA', 'FIRE']", 2750000,  5169,Gasolina,1242 cc,Manual,Pickup 4x2,VERDE,GRIS,Termina en 0,San José
2001,Volkswagen,JETTA,5,"['Volkswagen', 'JETTA']", 2750000,  5169,Gasolina,2000 cc,Manual,Sedán,GRIS,NEGRO,Termina en 5,Heredia
1995,Geo,TRACKER,5,"['Geo', 'TRACKER']", 2750000,  5169,Gasolina,1600 cc,Automática,Todo Terreno 4x4,AZUL MARINO,GRIS,Termina en 5,Cartago
1988,Jeep,CHEROKEE LIMITED,5,"['Jeep', 'CHEROKEE', 'LIMITED']", 2800000,  5263,Gasolina,4000 cc,Automática,Todo Terreno 4x4,ROJO,GRIS,Termina en 7,Guanacaste
1994,Land Rover,DISCOVERY I,5,"['Land', 'Rover', 'DISCOVERY', 'I']", 2800000,  5263,Gasolina,3900 cc,Automática,Todo Terreno 4x4,BEIGE,NEGRO,Termina en 7,Alajuela
2008,Fiat,FIORINO FIRE,2,"['Fiat', 'FIORINO', 'FIRE']", 2800000,  5263,Gasolina,1300 cc,Manual,Pánel,BLANCO,BLANCO Y NEGRO,Termina en 5,Heredia
1989,Isuzu,TROOPER,5,"['Isuzu', 'TROOPER']", 2800000,  5263,Gasolina,2600 cc,Manual,Todo Terreno 4x4,VINO,VINO,Termina en 0,Heredia
1991,Suzuki,SIDEKICK,5,"['Suzuki', 'SIDEKICK']", 2800000,  5263,Gasolina,1600 cc,Manual,Todo Terreno 4x4,AZUL,NEGRO,Termina en 4,Alajuela
2008,Mazda,3 S,5,"['Mazda', '3', 'S']", 2800000,  5263,Gasolina,2300 cc,Manual,Hatchback,GRIS,GRIS,Termina en 8,Alajuela
2003,Volkswagen,POLO,5,"['Volkswagen', 'POLO']", 2800000,  5263,Gasolina,1600 cc,Manual,Hatchback,MORADO OSCURO,GRIS,Termina en 3,San José
1988,Suzuki,SAMURAI,4,"['Suzuki', 'SAMURAI']", 2800000,  5263,Gasolina,1600 cc,Manual,Todo Terreno 4x4,AZUL,AZUL,Termina en 9,Alajuela
1995,Geo,TRACKER,5,"['Geo', 'TRACKER']", 2800000,  5263,Gasolina,1600 cc,Manual,Todo Terreno 4x4,ROJO,NEGRO,Termina en 0,Cartago
2002,Honda,ACCORD,5,"['Honda', 'ACCORD']", 2800000,  5263,Gasolina,2254 cc,Manual,Sedán,VERDE,BEIGE,Termina en 5,San José
2003,Toyota,ECHO,5,"['Toyota', 'ECHO']", 2800000,  5263,Gasolina,1500 cc,Manual,Sedán,DORADO,BEIGE,Termina en 2,San José
2008,Renault,MEGANE,5,"['Renault', 'MEGANE']", 2800000,  5263,Gasolina,1600 cc,Automática,Sedán,CHANPAGNE,NEGRO,Termina en 6,San José
2008,Renault,MEGANE 2,5,"['Renault', 'MEGANE', '2']", 2800000,  5263,Gasolina,1600 cc,Manual,Sedán,VERDE OLIVA,GRIS,Termina en,Alajuela
2009,JMC,LANDWIND,5,"['JMC', 'LANDWIND']", 2800000,  5263,Diesel,2800 cc,Manual,Todo Terreno 4x4,ROJO,BEIGE,Termina en 7,Alajuela
2002,Toyota,ECHO,5,"['Toyota', 'ECHO']", 2800000,  5263,Gasolina,1500 cc,Automática,Sedán,VERDE,GRIS,Termina en 3,San José
1995,Isuzu,TROOPER,5,"['Isuzu', 'TROOPER']", 2800000,  5263,Gasolina,3200 cc,Manual,Todo Terreno 4x4,ROJO,GRIS,Termina en 1,Guanacaste
2007,Nissan,MURANO,5,"['Nissan', 'MURANO']", 2800000,  5263,Gasolina,3500 cc,Automática,Todo Terreno 4x2,NEGRO,NEGRO,Termina en 0,San José
2005,Suzuki,AERIO,5,"['Suzuki', 'AERIO']", 2800000,  5263,Gasolina,1600 cc,Manual,Station Wagon,BLANCO,NEGRO,Termina en 3,San José
1999,Toyota,RAV4,5,"['Toyota', 'RAV4']", 2800000,  5263,Gasolina,2000 cc,Manual,Todo Terreno 4x2,VERDE,GRIS,Termina en 5,Alajuela
1997,Suzuki,SIDEKICK,5,"['Suzuki', 'SIDEKICK']", 2800000,  5263,Gasolina,1800 cc,Automática,Todo Terreno 4x4,SOLID GREY,GRIS NEGRO,Termina en 2,Guanacaste
